,0
cat__CustomerId_CustomerId_1713,3.990244297602956e-06
cat__CustomerId_CustomerId_1714,3.643563358405263e-05
cat__CustomerId_CustomerId_1716,4.812145167955284e-10
cat__CustomerId_CustomerId_1719,0.0
cat__CustomerId_CustomerId_1721,7.876782443228684e-09
cat__CustomerId_CustomerId_1722,1.940157396676375e-05
cat__CustomerId_CustomerId_1723,1.9146308094908146e-06
cat__CustomerId_CustomerId_1725,3.0086670662751195e-05
cat__CustomerId_CustomerId_1726,1.1531451269429772e-05
cat__CustomerId_CustomerId_1728,5.328262272602807e-05
cat__CustomerId_CustomerId_1730,4.102406551480772e-06
cat__CustomerId_CustomerId_1732,1.5504808429688934e-05
cat__CustomerId_CustomerId_1733,9.169442185312958e-10
cat__CustomerId_CustomerId_1735,4.038485088219568e-07
cat__CustomerId_CustomerId_1739,0.0
cat__CustomerId_CustomerId_1741,2.8434351133381525e-05
cat__CustomerId_CustomerId_1742,1.8209722693468116e-07
cat__CustomerId_CustomerId_1744,6.235550420102458e-05
cat__CustomerId_CustomerId_1748,5.895661486521414e-07
cat__CustomerId_CustomerId_1749,4.095340047925575e-05
cat__CustomerId_CustomerId_1750,1.1025048666462174e-08
cat__CustomerId_CustomerId_1752,3.5146808525676247e-06
cat__CustomerId_CustomerId_1753,1.538736751780871e-06
cat__CustomerId_CustomerId_1756,2.6761539813061475e-07
cat__CustomerId_CustomerId_1757,6.654249982232871e-06
cat__CustomerId_CustomerId_1758,2.20922412071833e-06
cat__CustomerId_CustomerId_1759,1.5010825678994692e-05
